w_Si(nm),h_Si(nm),Refractive Index(real part),Refractive Index(imaginary part) 
187,253,2.5478,-0.030899
187,254,2.5554,-0.030797
187,255,2.5638,-0.030066
187,256,2.5701,-0.03045
187,257,2.5773,-0.030359
187,258,2.5842,-0.030569
187,259,2.5915,-0.030625
187,260,2.5981,-0.030834
187,261,2.6049,-0.03035
187,262,2.612,-0.030985
187,263,2.6186,-0.030719
187,264,2.6254,-0.031123
187,265,2.6323,-0.031725
187,266,2.6395,-0.032661
187,267,2.6461,-0.033083
187,268,2.6498,-0.030248
187,269,2.6571,-0.033061
187,270,2.6635,-0.033866
187.1,220,2.2278,-0.044347
187.2,220,2.2277,-0.044345
187.3,220,2.2277,-0.044342
187.4,220,2.2276,-0.044339
187.5,220,2.2275,-0.044334
187.6,220,2.2275,-0.044329
187.7,220,2.2274,-0.044306
187.8,220,2.2274,-0.044303
187.9,220,2.2273,-0.044302
188,220,2.2273,-0.044298
188,221,2.2395,-0.044892
188,222,2.2513,-0.044544
188,223,2.2629,-0.044098
188,224,2.2746,-0.04383
188,225,2.2861,-0.043453
188,226,2.2974,-0.043044
188,227,2.3086,-0.042576
188,228,2.3196,-0.042171
188,229,2.3305,-0.041626
188,230,2.3412,-0.041116
188,231,2.3518,-0.040594
188,232,2.3621,-0.040041
188,233,2.3723,-0.039392
188,234,2.3824,-0.038965
188,235,2.3923,-0.038324
188,236,2.402,-0.037738
188,237,2.4116,-0.037186
188,238,2.4211,-0.036639
188,239,2.4305,-0.036149
188,240,2.4396,-0.035624
188,241,2.4485,-0.035051
188,242,2.4574,-0.034582
188,243,2.4663,-0.03443
188,244,2.4748,-0.033654
188,245,2.4833,-0.033211
188,246,2.4917,-0.032815
188,247,2.5,-0.03241
188,248,2.5082,-0.032055
188,249,2.5161,-0.031738
188,250,2.5242,-0.031412
188,251,2.5319,-0.031412
188,252,2.5396,-0.031024
188,253,2.5473,-0.030836
188,254,2.5549,-0.030781
188,255,2.5632,-0.029908
188,256,2.5696,-0.030424
188,257,2.5766,-0.030336
188,258,2.5837,-0.030505
188,259,2.5909,-0.030592
188,260,2.5984,-0.030779
188,261,2.6044,-0.030385
188,262,2.6115,-0.030948
188,263,2.6181,-0.030644
188,264,2.6249,-0.031032
188,265,2.6326,-0.032388
188,266,2.6389,-0.032561
188,267,2.6455,-0.032994
188,268,2.6493,-0.030102
188,269,2.6565,-0.032888
188,270,2.6629,-0.033709
188.1,220,2.2272,-0.044296
188.2,220,2.2271,-0.044293
188.3,220,2.2271,-0.04429
188.4,220,2.227,-0.044286
188.5,220,2.227,-0.044302
188.6,220,2.2269,-0.044298
188.7,220,2.2268,-0.044293
188.8,220,2.2268,-0.044274
188.9,220,2.2268,-0.044244
189,220,2.2267,-0.044275
189,221,2.239,-0.044881
189,222,2.2507,-0.044506
189,223,2.2624,-0.044165
189,224,2.274,-0.043808
189,225,2.2855,-0.04343
189,226,2.2968,-0.043022
189,227,2.308,-0.042556
189,228,2.3191,-0.042089
189,229,2.3299,-0.041589
189,230,2.3406,-0.041081
189,231,2.3512,-0.040538
189,232,2.361,-0.040122
189,233,2.3718,-0.039388
189,234,2.3819,-0.038947
189,235,2.3917,-0.03832
189,236,2.4015,-0.03772
189,237,2.411,-0.037129
189,238,2.4205,-0.03659
189,239,2.4299,-0.03611
189,240,2.4389,-0.035891
189,241,2.448,-0.035018
189,242,2.4568,-0.03455
189,243,2.4656,-0.034062
189,244,2.4743,-0.03362
189,245,2.4828,-0.033181
189,246,2.4912,-0.032771
189,247,2.4995,-0.032367
189,248,2.5077,-0.032011
189,249,2.5156,-0.031698
189,250,2.5236,-0.03137
189,251,2.5314,-0.031371
189,252,2.5391,-0.03101
189,253,2.5468,-0.030792
189,254,2.5543,-0.030767
189,255,2.5618,-0.030608
189,256,2.569,-0.030263
189,257,2.5764,-0.030454
189,258,2.5832,-0.03026
189,259,2.5908,-0.030578
189,260,2.5979,-0.030773
189,261,2.6039,-0.030538
189,262,2.6108,-0.030263
189,263,2.6176,-0.030622
189,264,2.6248,-0.031541
189,265,2.632,-0.032326
189,266,2.6383,-0.032471
189,267,2.6449,-0.032877
189,268,2.6495,-0.032754
189,269,2.6559,-0.032735
189,270,2.6623,-0.033602
189.1,220,2.2266,-0.04427
189.2,220,2.2266,-0.044268
189.3,220,2.2265,-0.044264
189.4,220,2.2264,-0.044263
189.5,220,2.2264,-0.044267
189.6,220,2.2263,-0.044266
189.7,220,2.2263,-0.044271
189.8,220,2.2262,-0.044258
189.9,220,2.2261,-0.044258
190,220,2.2261,-0.044259
190,221,2.2384,-0.044827
190,222,2.2501,-0.044411
190,223,2.2618,-0.044124
190,224,2.2735,-0.043768
190,225,2.2849,-0.043394
190,226,2.2963,-0.042929
190,227,2.3075,-0.0425
190,228,2.3185,-0.042041
190,229,2.3294,-0.041569
190,230,2.3401,-0.041052
190,231,2.3506,-0.040455
190,232,2.3604,-0.040064
190,233,2.3712,-0.039367
190,234,2.3808,-0.039089
190,235,2.3912,-0.038276
190,236,2.4009,-0.037679
190,237,2.4105,-0.037125
190,238,2.4199,-0.036566
190,239,2.4293,-0.036086
190,240,2.4384,-0.035858
190,241,2.4474,-0.03499
190,242,2.4563,-0.034506
190,243,2.465,-0.034046
190,244,2.4738,-0.03358
190,245,2.4822,-0.033146
190,246,2.4907,-0.032742
190,247,2.4989,-0.03235
190,248,2.507,-0.03201
190,249,2.5151,-0.031659
190,250,2.5231,-0.031362
190,251,2.5309,-0.031327
190,252,2.5386,-0.030907
190,253,2.5463,-0.030729
190,254,2.5537,-0.030662
190,255,2.5613,-0.030593
190,256,2.5696,-0.029707
190,257,2.5757,-0.030227
190,258,2.583,-0.030382
190,259,2.5903,-0.030676
190,260,2.5973,-0.030684
190,261,2.6034,-0.03005
190,262,2.6102,-0.030178
190,263,2.6174,-0.031047
190,264,2.6244,-0.031554
190,265,2.631,-0.031886
190,266,2.6379,-0.032473
190,267,2.6444,-0.032808
190,268,2.651,-0.033311
190,269,2.6542,-0.03053
190,270,2.6616,-0.033075
190.1,220,2.226,-0.044257
190.2,220,2.226,-0.044245
190.3,220,2.2259,-0.044243
190.4,220,2.2259,-0.04424
190.5,220,2.2258,-0.044241
190.6,220,2.2257,-0.044233
190.7,220,2.2257,-0.044217
190.8,220,2.2256,-0.044225
190.9,220,2.2256,-0.044209
191,220,2.2255,-0.044205
191,221,2.2378,-0.044815
191,222,2.2495,-0.044374
191,223,2.2613,-0.044095
191,224,2.2729,-0.043723
191,225,2.2844,-0.043353
191,226,2.2957,-0.042911
191,227,2.3069,-0.042423
191,228,2.3179,-0.04205
191,229,2.3288,-0.041528
191,230,2.3395,-0.041022
191,231,2.35,-0.040419
191,232,2.3604,-0.039875
191,233,2.3706,-0.039305
191,234,2.3802,-0.039053
191,235,2.3906,-0.038246
191,236,2.4003,-0.037652
191,237,2.4099,-0.037094
191,238,2.4194,-0.03653
191,239,2.4288,-0.036061
191,240,2.4378,-0.035833
191,241,2.4469,-0.034959
191,242,2.4557,-0.034472
191,243,2.4645,-0.034003
191,244,2.4733,-0.033542
191,245,2.4817,-0.033118
191,246,2.4901,-0.032716
191,247,2.4984,-0.032317
191,248,2.5065,-0.031996
191,249,2.5146,-0.03161
191,250,2.5224,-0.031499
191,251,2.5303,-0.031251
191,252,2.538,-0.03086
191,253,2.5457,-0.030628
191,254,2.5532,-0.030629
191,255,2.5608,-0.030551
191,256,2.5691,-0.029662
191,257,2.5752,-0.030341
191,258,2.5826,-0.030516
191,259,2.5897,-0.03049
191,260,2.5968,-0.030565
191,261,2.6029,-0.029997
191,262,2.6097,-0.030188
191,263,2.6169,-0.030959
191,264,2.6237,-0.031255
191,265,2.6307,-0.032011
191,266,2.6373,-0.032329
191,267,2.6439,-0.032741
191,268,2.6505,-0.033227
191,269,2.654,-0.030601
191,270,2.6612,-0.033067
191.1,220,2.2255,-0.044206
191.2,220,2.2254,-0.044204
191.3,220,2.2253,-0.044286
191.4,220,2.2253,-0.044284
191.5,220,2.2252,-0.044306
191.6,220,2.2252,-0.044272
191.7,220,2.2249,-0.044511
191.8,220,2.2249,-0.044495
191.9,220,2.2248,-0.044513
192,220,2.2247,-0.04453
192,221,2.2372,-0.044781
192,222,2.2489,-0.044342
192,223,2.2606,-0.043949
192,224,2.2721,-0.043577
192,225,2.2838,-0.043302
192,226,2.2951,-0.042838
192,227,2.3063,-0.04243
192,228,2.3174,-0.041992
192,229,2.3282,-0.041472
192,230,2.3389,-0.040999
192,231,2.3495,-0.040386
192,232,2.3598,-0.039817
192,233,2.3701,-0.039294
192,234,2.3796,-0.039033
192,235,2.3901,-0.038216
192,236,2.3998,-0.037606
192,237,2.4094,-0.037034
192,238,2.4189,-0.036517
192,239,2.4282,-0.036033
192,240,2.4373,-0.035424
192,241,2.4464,-0.03492
192,242,2.4551,-0.034448
192,243,2.4639,-0.033971
192,244,2.4727,-0.033523
192,245,2.4811,-0.033097
192,246,2.4896,-0.032679
192,247,2.4979,-0.03229
192,248,2.5059,-0.031966
192,249,2.5141,-0.031568
192,250,2.5218,-0.031407
192,251,2.5299,-0.03113
192,252,2.5376,-0.031057
192,253,2.5452,-0.030591
192,254,2.5527,-0.030676
192,255,2.5603,-0.030492
192,256,2.5684,-0.029554
192,257,2.5747,-0.030286
192,258,2.582,-0.03044
192,259,2.5891,-0.030398
192,260,2.5963,-0.030573
192,261,2.6034,-0.03075
192,262,2.6092,-0.030273
192,263,2.6164,-0.030937
192,264,2.623,-0.031028
192,265,2.63,-0.031814
192,266,2.6365,-0.032173
192,267,2.6434,-0.032664
192,268,2.6499,-0.033205
192,269,2.6544,-0.033065
192,270,2.6607,-0.03297
192.1,220,2.2247,-0.044527
192.2,220,2.2246,-0.044528
192.3,220,2.2246,-0.04452
192.4,220,2.2245,-0.044522
192.5,220,2.2245,-0.044514
192.6,220,2.2244,-0.044514
192.7,220,2.2244,-0.0445
192.8,220,2.2243,-0.044498
192.9,220,2.2243,-0.044495
193,220,2.2242,-0.044491
193,221,2.2367,-0.044748
193,222,2.2484,-0.044365
193,223,2.2601,-0.044014
193,224,2.2718,-0.043658
193,225,2.2832,-0.043256
193,226,2.2946,-0.042812
193,227,2.3058,-0.042426
193,228,2.3163,-0.041951
193,229,2.3277,-0.041451
193,230,2.3384,-0.040981
193,231,2.3489,-0.040365
193,232,2.3593,-0.039808
193,233,2.3695,-0.039279
193,234,2.3791,-0.038996
193,235,2.3895,-0.03821
193,236,2.3992,-0.037581
193,237,2.4089,-0.03704
193,238,2.4183,-0.036483
193,239,2.4274,-0.036299
193,240,2.4368,-0.035394
193,241,2.4458,-0.03489
193,242,2.4547,-0.03441
193,243,2.4634,-0.033934
193,244,2.4723,-0.033811
193,245,2.4806,-0.033054
193,246,2.489,-0.032652
193,247,2.4973,-0.03229
193,248,2.5054,-0.031921
193,249,2.5136,-0.03153
193,250,2.5214,-0.031343
193,251,2.5293,-0.031182
193,252,2.5371,-0.03093
193,253,2.5446,-0.030662
193,254,2.5522,-0.030552
193,255,2.5598,-0.030439
193,256,2.568,-0.029496
193,257,2.5742,-0.030263
193,258,2.5814,-0.030221
193,259,2.5887,-0.030418
193,260,2.5958,-0.030494
193,261,2.6029,-0.03071
193,262,2.6087,-0.030131
193,263,2.6159,-0.03085
193,264,2.6225,-0.031052
193,265,2.6295,-0.031709
193,266,2.6359,-0.032024
193,267,2.6426,-0.032442
193,268,2.6501,-0.033721
193,269,2.6536,-0.033164
193,270,2.6605,-0.033372
193.1,220,2.2241,-0.044488
193.2,220,2.2241,-0.044486
193.3,220,2.224,-0.044484
193.4,220,2.224,-0.044481
193.5,220,2.2239,-0.044479
193.6,220,2.2239,-0.044477
193.7,220,2.2238,-0.044469
193.8,220,2.2237,-0.044473
193.9,220,2.2237,-0.044475
194,220,2.2236,-0.044473
194,221,2.2361,-0.044714
194,222,2.2479,-0.044332
194,223,2.2595,-0.043881
194,224,2.2712,-0.043614
194,225,2.2824,-0.043115
194,226,2.294,-0.042778
194,227,2.3052,-0.042331
194,245,2.4801,-0.033021
194,246,2.4885,-0.032619
194,247,2.4968,-0.032261
194,248,2.5049,-0.031888
194,249,2.513,-0.031508
194,250,2.5209,-0.031298
194,251,2.5287,-0.031126
194,252,2.5366,-0.030938
194,253,2.5442,-0.030566
194,254,2.5518,-0.030475
194,255,2.5593,-0.030389
194,256,2.5666,-0.030235
194,257,2.5737,-0.030138
194,258,2.581,-0.030291
194,259,2.5882,-0.030274
194,260,2.5953,-0.030435
194,261,2.6024,-0.030667
194,262,2.6083,-0.03017
194,263,2.6152,-0.0305
194,264,2.6219,-0.030746
194,265,2.629,-0.031747
194,266,2.6359,-0.032312
194,267,2.6427,-0.032977
194,268,2.6496,-0.033675
194,269,2.6557,-0.034206
194,270,2.6586,-0.029918
194.1,220,2.2236,-0.044465
194.2,220,2.2235,-0.044464
194.3,220,2.2235,-0.044456
194.4,220,2.2235,-0.044332
194.5,220,2.2234,-0.044353
194.6,220,2.2233,-0.044351
194.7,220,2.2233,-0.044325
194.8,220,2.2232,-0.044345
194.9,220,2.2231,-0.044393
195,220,2.2231,-0.044392
195,221,2.2355,-0.04466
195,222,2.2473,-0.044235
195,249,2.5125,-0.031467
195,250,2.5204,-0.031249
195,251,2.5282,-0.031154
195,252,2.5361,-0.030852
195,253,2.5437,-0.030594
195,254,2.5513,-0.030442
195,255,2.5588,-0.030352
195,256,2.5661,-0.030218
195,257,2.5742,-0.029317
195,258,2.5805,-0.030246
195,259,2.5877,-0.030222
195,260,2.5948,-0.030451
195,261,2.6019,-0.0306
195,262,2.6078,-0.030076
195,263,2.6146,-0.030258
195,264,2.6214,-0.030708
195,265,2.6286,-0.031672
195,266,2.6355,-0.032383
195,267,2.6422,-0.03293
195,268,2.6488,-0.033584
195,269,2.6552,-0.034119
195,270,2.6584,-0.030027
195.1,220,2.223,-0.04439
195.2,220,2.223,-0.044388
195.3,220,2.2229,-0.044384
195.4,220,2.2229,-0.044382
195.5,220,2.2228,-0.044379
195.6,220,2.2228,-0.044377
195.7,220,2.2227,-0.044374
195.8,220,2.2226,-0.044371
195.9,220,2.2226,-0.044359
196,220,2.2225,-0.044361
196,247,2.4957,-0.032188
196,248,2.5039,-0.031815
196,249,2.512,-0.031427
196,250,2.5199,-0.031228
196,251,2.5277,-0.031111
196,252,2.5356,-0.030881
196,253,2.5432,-0.030567
196,254,2.5508,-0.03039
196,255,2.5583,-0.030303
196,256,2.5656,-0.030152
196,257,2.5737,-0.029329
196,258,2.58,-0.030176
196,259,2.5872,-0.030251
196,260,2.5943,-0.030392
196,261,2.6014,-0.030535
196,262,2.6073,-0.030539
196,263,2.6141,-0.030126
196,264,2.621,-0.030715
196,265,2.628,-0.031549
196,266,2.635,-0.032314
196,267,2.6417,-0.032853
196,268,2.6479,-0.032992
196,269,2.6546,-0.034097
196,270,2.6582,-0.033396
196.1,220,2.2225,-0.044352
196.2,220,2.2224,-0.044355
196.3,220,2.2224,-0.044274
196.4,220,2.2223,-0.044329
196.5,220,2.2223,-0.044328
196.6,220,2.2222,-0.044324
196.7,220,2.2222,-0.044322
196.8,220,2.2221,-0.044319
196.9,220,2.2221,-0.044319
197,220,2.222,-0.044318
197,246,2.4869,-0.032531
197,247,2.4953,-0.032154
197,248,2.5034,-0.031756
197,249,2.5114,-0.031446
197,250,2.5194,-0.031196
197,251,2.5272,-0.031039
197,252,2.5351,-0.030852
197,253,2.5427,-0.030511
197,254,2.5503,-0.030365
197,255,2.5578,-0.030239
197,256,2.5651,-0.030093
197,257,2.5733,-0.0293
197,258,2.5794,-0.029938
197,259,2.5867,-0.03014
197,260,2.5938,-0.03033
197,261,2.6008,-0.030319
197,262,2.6076,-0.030533
197,263,2.6136,-0.030079
197,264,2.6205,-0.030862
197,265,2.6273,-0.031259
197,266,2.6346,-0.032333
197,267,2.6412,-0.032794
197,268,2.6476,-0.033423
197,269,2.6541,-0.034022
197,270,2.6577,-0.033243
197.1,220,2.222,-0.044309
197.2,220,2.2219,-0.044305
197.3,220,2.2218,-0.044303
197.4,220,2.2218,-0.044301
197.5,220,2.2217,-0.044298
197.6,220,2.2217,-0.044296
197.7,220,2.2216,-0.044287
197.8,220,2.2216,-0.044285
197.9,220,2.2215,-0.044284
198,220,2.2215,-0.044291
198,245,2.4781,-0.032885
198,246,2.4865,-0.032491
198,247,2.4947,-0.032114
198,248,2.503,-0.031706
198,249,2.511,-0.031407
198,250,2.5189,-0.031156
198,251,2.5268,-0.031004
198,252,2.5346,-0.030779
198,253,2.5423,-0.030601
198,254,2.5498,-0.030302
198,255,2.5573,-0.030228
198,256,2.5646,-0.030067
198,257,2.5728,-0.029244
198,258,2.579,-0.029997
198,259,2.5862,-0.030124
198,260,2.5933,-0.030276
198,261,2.6001,-0.030347
198,262,2.6071,-0.03048
198,263,2.6131,-0.030137
198,264,2.6201,-0.030773
198,265,2.6267,-0.03112
198,266,2.634,-0.03225
198,267,2.6407,-0.032779
198,268,2.6471,-0.033291
198,269,2.6535,-0.033757
198,270,2.6599,-0.034393
198.1,220,2.2214,-0.044281
198.2,220,2.2214,-0.044282
198.3,220,2.2213,-0.044222
198.4,220,2.2213,-0.044214
198.5,220,2.2212,-0.044211
198.6,220,2.2212,-0.044214
198.7,220,2.2211,-0.044211
198.8,220,2.2211,-0.044208
198.9,220,2.221,-0.044201
199,220,2.221,-0.044199
199,244,2.469,-0.033283
199,245,2.4776,-0.032868
199,246,2.486,-0.032459
199,247,2.4942,-0.032078
199,248,2.5024,-0.031695
199,249,2.5105,-0.031362
199,250,2.5184,-0.031102
199,251,2.5263,-0.030932
199,252,2.5341,-0.030753
199,253,2.5418,-0.030544
199,254,2.5494,-0.030275
199,255,2.5569,-0.03015
199,256,2.5642,-0.030029
199,257,2.5715,-0.0301
199,258,2.5785,-0.02992
199,259,2.5857,-0.030057
199,260,2.5929,-0.030351
199,261,2.5997,-0.030352
199,262,2.6067,-0.030433
199,263,2.6127,-0.030051
199,264,2.6199,-0.031098
199,265,2.6266,-0.031543
199,266,2.6337,-0.032354
199,267,2.6402,-0.032669
199,268,2.6465,-0.033154
199,269,2.6529,-0.033623
199,270,2.6594,-0.034272
199.1,220,2.2209,-0.044153
199.2,220,2.2209,-0.044193
199.3,220,2.2208,-0.044149
199.4,220,2.2208,-0.044142
199.5,220,2.2207,-0.044145
199.6,220,2.2206,-0.044183
199.7,220,2.2206,-0.044131
199.8,220,2.2206,-0.044128
199.9,220,2.2205,-0.044115
200,220,2.2205,-0.044118
200,243,2.4599,-0.033704
200,244,2.4685,-0.03325
200,245,2.4771,-0.032833
200,246,2.4855,-0.032409
200,247,2.4938,-0.032039
200,248,2.502,-0.031663
200,249,2.51,-0.03133
200,250,2.5179,-0.031166
200,251,2.5258,-0.030912
200,252,2.5336,-0.030722
200,253,2.5413,-0.030501
200,254,2.5489,-0.030198
200,255,2.5564,-0.030151
200,256,2.5637,-0.030124
200,257,2.5711,-0.030083
200,258,2.579,-0.028938
200,259,2.5852,-0.02986
200,260,2.5923,-0.029956
200,261,2.5993,-0.030333
200,262,2.6062,-0.030373
200,263,2.6123,-0.030086
200,264,2.6193,-0.030901
200,265,2.6261,-0.031449
200,266,2.6332,-0.03217
200,267,2.6395,-0.032569
200,268,2.6461,-0.033093
200,269,2.6524,-0.033473
200,270,2.6588,-0.034201
200.1,220,2.2204,-0.044105
200.2,220,2.2204,-0.044099
200.3,220,2.2203,-0.044152
200.4,220,2.2202,-0.044152
200.5,220,2.2202,-0.044107
200.6,220,2.2201,-0.044102
200.7,220,2.2201,-0.044094
200.8,220,2.22,-0.044196
200.9,220,2.22,-0.044089
201,220,2.2199,-0.044148
201,242,2.4506,-0.034121
201,243,2.4594,-0.03367
201,244,2.468,-0.033215
201,245,2.4768,-0.033114
201,246,2.4849,-0.032431
201,247,2.4933,-0.032055
201,248,2.5015,-0.031625
201,249,2.5094,-0.031445
201,250,2.5175,-0.03102
201,251,2.5253,-0.030845
201,252,2.5331,-0.030674
201,253,2.5409,-0.030476
201,254,2.5484,-0.030178
201,255,2.5559,-0.030076
201,256,2.5632,-0.030083
201,257,2.5706,-0.030022
201,258,2.5785,-0.028885
201,259,2.5847,-0.029652
201,260,2.5917,-0.02994
201,261,2.5988,-0.030251
201,262,2.6057,-0.030325
201,263,2.6119,-0.03058
201,264,2.6189,-0.030945
201,265,2.6257,-0.031484
201,266,2.6325,-0.032027
201,267,2.639,-0.03249
201,268,2.6455,-0.032953
201,269,2.6519,-0.033455
201,270,2.6584,-0.03413
201.1,220,2.2199,-0.044084
201.2,220,2.2198,-0.044157
201.3,220,2.2198,-0.044074
201.4,220,2.2197,-0.044156
201.5,220,2.2197,-0.044057
201.6,220,2.2196,-0.044136
201.7,220,2.2196,-0.044057
201.8,220,2.2195,-0.044067
201.9,220,2.2195,-0.04406
202,220,2.2194,-0.044059
202,241,2.4411,-0.03457
202,242,2.4501,-0.034088
202,243,2.4589,-0.03364
202,244,2.4675,-0.033185
202,245,2.4763,-0.03308
202,246,2.4845,-0.03239
202,247,2.4928,-0.032003
202,248,2.501,-0.031592
202,249,2.5089,-0.03142
202,250,2.517,-0.031001
202,251,2.5249,-0.030746
202,252,2.5327,-0.030538
202,253,2.5404,-0.030427
202,254,2.5479,-0.030125
202,255,2.5553,-0.029964
202,256,2.5628,-0.030021
202,257,2.5701,-0.029991
202,258,2.5781,-0.028906
202,259,2.5841,-0.029568
202,260,2.5913,-0.029824
202,261,2.5983,-0.030117
202,262,2.6052,-0.03036
202,263,2.6126,-0.030977
202,264,2.6185,-0.030914
202,265,2.6252,-0.031362
202,266,2.632,-0.03193
202,267,2.6385,-0.032415
202,268,2.6451,-0.03288
202,269,2.6514,-0.033419
202,270,2.6578,-0.034014
202.1,220,2.2194,-0.044055
202.2,220,2.2193,-0.044046
202.3,220,2.2193,-0.044048
202.4,220,2.2192,-0.044049
202.5,220,2.2191,-0.044048
202.6,220,2.2191,-0.044043
202.7,220,2.219,-0.044039
202.8,220,2.2189,-0.044108
202.9,220,2.2189,-0.044104
203,220,2.2189,-0.044025
203,240,2.4315,-0.035401
203,241,2.4406,-0.034538
203,242,2.4496,-0.034059
203,243,2.4583,-0.033592
203,244,2.4671,-0.033149
203,245,2.4758,-0.033085
203,246,2.484,-0.032364
203,247,2.4924,-0.031962
203,248,2.5005,-0.031555
203,249,2.5085,-0.031367
203,250,2.5166,-0.030932
203,251,2.5245,-0.030695
203,252,2.5322,-0.030527
203,253,2.54,-0.030399
203,254,2.5474,-0.030084
203,255,2.5549,-0.029908
203,256,2.5623,-0.029983
203,257,2.5697,-0.029951
203,258,2.5775,-0.028712
203,259,2.5835,-0.029427
203,260,2.5906,-0.029566
203,261,2.5979,-0.030034
203,262,2.6048,-0.03033
203,263,2.6122,-0.030905
203,264,2.618,-0.030865
203,265,2.6247,-0.031282
203,266,2.6315,-0.031862
203,267,2.638,-0.032264
203,268,2.6445,-0.032741
203,269,2.6509,-0.033313
203,270,2.6573,-0.033902
203.1,220,2.2188,-0.044025
203.2,220,2.2188,-0.044022
203.3,220,2.2188,-0.044009
203.4,220,2.2187,-0.044001
203.5,220,2.2186,-0.044059
203.6,220,2.2186,-0.044001
203.7,220,2.2185,-0.044049
203.8,220,2.2185,-0.044006
203.9,220,2.2184,-0.044
204,220,2.2183,-0.044042
204,240,2.4311,-0.035346
204,241,2.4401,-0.034508
204,242,2.4491,-0.034025
204,243,2.4578,-0.033561
204,244,2.4666,-0.033119
204,245,2.4753,-0.033062
204,246,2.4835,-0.032322
204,247,2.4919,-0.031929
204,248,2.5001,-0.031527
204,249,2.508,-0.031339
204,250,2.516,-0.030974
204,251,2.524,-0.030685
204,252,2.5318,-0.030584
204,253,2.5395,-0.030348
204,254,2.5471,-0.030215
204,255,2.5544,-0.029893
204,256,2.5619,-0.030029
204,257,2.5693,-0.029975
204,258,2.5771,-0.028735
204,259,2.5831,-0.029427
204,260,2.5903,-0.029734
204,261,2.5974,-0.029986
204,262,2.6048,-0.030648
204,263,2.6117,-0.030842
204,264,2.6175,-0.030858
204,265,2.6242,-0.031254
204,266,2.631,-0.031755
204,267,2.6374,-0.032187
204,268,2.644,-0.032642
204,269,2.6504,-0.033208
204,270,2.6569,-0.03385
204.1,220,2.2183,-0.043996
204.2,220,2.2182,-0.044041
204.3,220,2.2182,-0.043985
204.4,220,2.2182,-0.043979
204.5,220,2.2181,-0.044045
204.6,220,2.218,-0.044029
204.7,220,2.218,-0.043974
204.8,220,2.2179,-0.044023
204.9,220,2.2179,-0.043965
205,220,2.2179,-0.043964
205,239,2.4215,-0.035534
205,240,2.4306,-0.035319
205,241,2.4396,-0.034471
205,242,2.4486,-0.033997
205,243,2.4574,-0.033528
205,244,2.4661,-0.033093
205,245,2.4746,-0.032681
205,246,2.483,-0.032288
205,247,2.4914,-0.031885
205,248,2.4996,-0.031491
205,249,2.5076,-0.031293
205,250,2.5156,-0.031007
205,251,2.5235,-0.030639
205,252,2.5313,-0.030444
205,253,2.539,-0.030305
205,254,2.5467,-0.030145
205,255,2.554,-0.02983
205,256,2.5614,-0.029973
205,257,2.5688,-0.029953
205,258,2.5761,-0.029935
205,259,2.5827,-0.029388
205,260,2.5899,-0.029723
205,261,2.5969,-0.029907
205,262,2.6043,-0.030554
205,263,2.6111,-0.03061
205,264,2.6172,-0.031334
205,265,2.6238,-0.031191
205,266,2.6305,-0.031606
205,267,2.637,-0.032027
205,268,2.6435,-0.032539
205,269,2.6497,-0.032974
205,270,2.6569,-0.034018
205.1,220,2.2178,-0.04396
205.2,220,2.2178,-0.043958
205.3,220,2.2177,-0.043944
205.4,220,2.2177,-0.043965
205.5,220,2.2176,-0.043968
205.6,220,2.2176,-0.04396
205.7,220,2.2175,-0.043959
205.8,220,2.2175,-0.043961
205.9,220,2.2174,-0.043955
206,220,2.2174,-0.043952
206,238,2.4117,-0.036056
206,239,2.421,-0.035507
206,240,2.4302,-0.034977
206,241,2.4392,-0.03444
206,242,2.4481,-0.033958
206,243,2.4569,-0.033493
206,244,2.4656,-0.033061
206,245,2.4742,-0.032622
206,246,2.4826,-0.032239
206,247,2.491,-0.031867
206,248,2.4991,-0.031463
206,249,2.5071,-0.031191
206,250,2.5151,-0.03097
206,251,2.523,-0.030595
206,252,2.5308,-0.030383
206,253,2.5385,-0.030261
206,254,2.5462,-0.030068
206,255,2.5536,-0.029799
206,256,2.561,-0.029938
206,257,2.5684,-0.029884
206,258,2.5757,-0.029924
206,259,2.5834,-0.028486
206,260,2.5895,-0.029823
206,261,2.5965,-0.029886
206,262,2.604,-0.030639
206,263,2.6108,-0.030766
206,264,2.6174,-0.030808
206,265,2.6233,-0.031086
206,266,2.6301,-0.031567
206,267,2.6366,-0.031974
206,268,2.643,-0.032434
206,269,2.6492,-0.032868
206,270,2.6564,-0.034022
206.1,220,2.2173,-0.043949
206.2,220,2.2173,-0.043945
206.3,220,2.2172,-0.043943
206.4,220,2.2172,-0.04394
206.5,220,2.2171,-0.043933
206.6,220,2.2171,-0.043931
206.7,220,2.217,-0.043928
206.8,220,2.217,-0.043924
206.9,220,2.2169,-0.043909
207,220,2.2169,-0.043906
207,237,2.4017,-0.036544
207,238,2.4109,-0.036283
207,239,2.4205,-0.035464
207,240,2.4297,-0.034883
207,241,2.4387,-0.034409
207,242,2.4477,-0.033931
207,243,2.4564,-0.033467
207,244,2.4652,-0.033013
207,245,2.4737,-0.032587
207,246,2.4822,-0.0322
207,247,2.4905,-0.031822
207,248,2.4986,-0.031435
207,249,2.5066,-0.031177
207,250,2.5147,-0.030914
207,251,2.5226,-0.030517
207,252,2.5303,-0.030366
207,253,2.5381,-0.030208
207,254,2.5458,-0.029981
207,255,2.5531,-0.029733
207,256,2.5605,-0.029817
207,257,2.5679,-0.029821
