w_Si(nm),h_Si(nm),Refractive Index(real part),Refractive Index(imaginary part) 
286,261,2.1867,-0.041795
286,262,2.1866,-0.041567
286,263,2.1992,-0.041844
286,264,2.2112,-0.041381
286,265,2.223,-0.040934
286,266,2.2347,-0.04049
286,267,2.2462,-0.040042
286,268,2.2577,-0.039571
286,269,2.2689,-0.039068
286,270,2.28,-0.038619
286,271,2.291,-0.038099
286,272,2.3017,-0.037576
286,273,2.312,-0.037089
286,274,2.3228,-0.036519
286,275,2.3328,-0.036129
286,276,2.3432,-0.035443
286,277,2.3532,-0.034949
286,278,2.3629,-0.034588
286,279,2.3728,-0.033906
286,280,2.3822,-0.033611
286,281,2.3918,-0.032913
286,282,2.4011,-0.032461
286,283,2.4102,-0.032165
286,284,2.4192,-0.031522
286,285,2.4282,-0.031076
286,286,2.437,-0.03066
286,287,2.4457,-0.030256
286,288,2.4542,-0.029878
286,289,2.4626,-0.029518
286,290,2.4713,-0.029238
286.1,220,2.4792,-0.02879
286.2,220,2.4876,-0.028567
286.3,220,2.4952,-0.028294
286.4,220,2.5031,-0.028068
286.5,220,2.511,-0.027842
286.6,220,2.5187,-0.027604
286.7,220,2.5269,-0.027046
286.8,220,2.5338,-0.027186
286.9,220,2.541,-0.027096
287,220,2.5485,-0.027008
287,221,2.5556,-0.026824
287,222,2.5628,-0.026785
287,223,2.57,-0.026993
287,224,2.5769,-0.02675
287,225,2.5836,-0.026652
287,226,2.5904,-0.026869
287,227,2.5973,-0.027118
287,228,2.6045,-0.02771
287,229,2.6112,-0.027873
287,230,2.6171,-0.027506
287,231,2.6235,-0.027681
287,232,2.6299,-0.028445
287,233,2.6363,-0.029152
287,234,2.6425,-0.029564
287,235,2.6488,-0.026356
287,236,2.6547,-0.026127
287,237,2.6599,-0.030846
287,238,2.6658,-0.031404
287,239,2.6717,-0.032064
287,240,2.677,-0.029627
287,241,2.6828,-0.030159
287,242,2.6888,-0.030991
287,243,2.6943,-0.03122
287,244,2.6989,-0.031301
287,245,2.7038,-0.032045
287,246,2.7092,-0.032727
287,247,2.7141,-0.03388
287,248,2.7193,-0.035005
287,249,2.7245,-0.035902
287,250,2.7295,-0.036878
287,251,2.7345,-0.038117
287,252,2.7394,-0.039271
287,253,2.1867,-0.041791
287,254,2.1866,-0.041794
287,255,2.1866,-0.041792
287,256,2.1867,-0.041682
287,257,2.1866,-0.04168
287,258,2.1866,-0.04174
287,259,2.1865,-0.041737
287,260,2.1865,-0.041735
287,261,2.1865,-0.041736
287,262,2.1864,-0.041731
287,263,2.1863,-0.041541
287,264,2.1989,-0.041802
287,265,2.2108,-0.041312
287,266,2.2226,-0.040845
287,267,2.2344,-0.040472
287,268,2.2458,-0.03994
287,269,2.2574,-0.039538
287,270,2.2686,-0.039058
287,271,2.2797,-0.038584
287,272,2.2907,-0.038059
287,273,2.3014,-0.037554
287,274,2.3117,-0.03705
287,275,2.3225,-0.036494
287,276,2.3325,-0.036097
287,277,2.3429,-0.03542
287,278,2.353,-0.034918
287,279,2.3626,-0.034575
287,280,2.3725,-0.033882
287,281,2.3821,-0.033398
287,282,2.3915,-0.032902
287,283,2.4008,-0.032625
287,284,2.4099,-0.032145
287,285,2.419,-0.031494
287,286,2.4279,-0.031049
287,287,2.4367,-0.030639
287,288,2.4456,-0.030403
287,289,2.4539,-0.02985
287,290,2.4623,-0.02949
287.1,220,2.471,-0.029215
287.2,220,2.4789,-0.028793
287.3,220,2.4874,-0.028541
287.4,220,2.4949,-0.028305
287.5,220,2.5028,-0.02807
287.6,220,2.5108,-0.027832
287.7,220,2.5184,-0.027574
287.8,220,2.526,-0.027372
287.9,220,2.5335,-0.027151
288,220,2.5408,-0.027083
288,221,2.5482,-0.026953
288,222,2.5554,-0.02679
288,223,2.5626,-0.026758
288,224,2.5696,-0.02674
288,225,2.5766,-0.026707
288,226,2.5833,-0.026612
288,227,2.5901,-0.026781
288,228,2.5971,-0.027078
288,229,2.6041,-0.027612
288,230,2.611,-0.027878
288,231,2.6167,-0.027417
288,232,2.6232,-0.027698
288,233,2.6296,-0.028442
288,234,2.6359,-0.029086
288,235,2.6422,-0.029535
288,236,2.6491,-0.030385
288,237,2.6544,-0.026045
288,238,2.6595,-0.030609
288,239,2.6654,-0.031252
288,240,2.6713,-0.030762
288,241,2.6768,-0.029621
288,242,2.6826,-0.030116
288,243,2.6882,-0.030565
288,244,2.6941,-0.031317
288,245,2.6999,-0.032009
288,246,2.7035,-0.032023
288,247,2.7089,-0.032621
288,248,2.7138,-0.033977
288,249,2.719,-0.034733
288,250,2.7241,-0.03563
288,251,2.7292,-0.036717
288,252,2.7342,-0.038022
288,253,2.7392,-0.039266
288,254,2.1864,-0.041731
288,255,2.1864,-0.041729
288,256,2.1863,-0.041735
288,257,2.1863,-0.041733
288,258,2.1863,-0.041727
288,259,2.1862,-0.041727
288,260,2.1862,-0.041725
288,261,2.1862,-0.041722
288,262,2.1862,-0.041721
288,263,2.1861,-0.041712
288,264,2.1861,-0.041509
288,265,2.1986,-0.041788
288,266,2.2105,-0.041284
288,267,2.2224,-0.040876
288,268,2.2341,-0.040434
288,269,2.2455,-0.039901
288,270,2.2568,-0.03946
288,271,2.2683,-0.039003
288,272,2.2794,-0.038565
288,273,2.2904,-0.038033
288,274,2.3011,-0.037528
288,275,2.3114,-0.037041
288,276,2.3222,-0.036477
288,277,2.3322,-0.036079
288,278,2.3427,-0.035396
288,279,2.3527,-0.034899
288,280,2.3625,-0.034369
288,281,2.3722,-0.033855
288,282,2.3818,-0.033376
288,283,2.3912,-0.03288
288,284,2.4005,-0.032395
288,285,2.4096,-0.032128
288,286,2.4187,-0.031458
288,287,2.4276,-0.031026
288,288,2.4364,-0.030609
288,289,2.4453,-0.030381
288,290,2.4536,-0.029816
288.1,220,2.4621,-0.02945
288.2,220,2.4704,-0.029096
288.3,220,2.4786,-0.028753
288.4,220,2.4866,-0.028579
288.5,220,2.4947,-0.028263
288.6,220,2.5026,-0.028024
288.7,220,2.5105,-0.02779
288.8,220,2.5182,-0.027565
288.9,220,2.5258,-0.027353
289,220,2.5333,-0.027208
289,221,2.5406,-0.027006
289,222,2.5479,-0.026938
289,223,2.5551,-0.02678
289,224,2.5625,-0.026924
289,225,2.5693,-0.026622
289,226,2.5764,-0.026686
289,227,2.5829,-0.026417
289,228,2.5899,-0.026599
289,229,2.5971,-0.027451
289,230,2.6039,-0.027609
289,231,2.6107,-0.027761
289,232,2.6164,-0.027574
289,233,2.6228,-0.027409
289,234,2.6293,-0.027822
289,235,2.6357,-0.028662
289,236,2.6419,-0.029454
289,237,2.6488,-0.030348
289,238,2.6542,-0.025928
289,239,2.6604,-0.026352
289,240,2.6651,-0.031147
289,241,2.6709,-0.030607
289,242,2.6765,-0.029527
289,243,2.6823,-0.030052
289,244,2.6881,-0.030655
289,245,2.6939,-0.031311
289,246,2.6994,-0.031766
289,247,2.7032,-0.031718
289,248,2.7086,-0.032483
289,249,2.7139,-0.033334
289,250,2.7187,-0.034591
289,251,2.7238,-0.035592
289,252,2.7288,-0.036661
289,253,2.734,-0.037947
289,254,2.739,-0.03917
289,255,2.1861,-0.041707
289,256,2.1861,-0.041707
289,257,2.1861,-0.041704
289,258,2.186,-0.041703
289,259,2.186,-0.041699
289,260,2.186,-0.041695
289,261,2.1859,-0.041691
289,262,2.1859,-0.041691
289,263,2.1859,-0.041688
289,264,2.1858,-0.041685
289,265,2.1858,-0.041479
289,266,2.1983,-0.041746
289,267,2.2102,-0.041253
289,268,2.222,-0.040789
289,269,2.2337,-0.040335
289,270,2.2452,-0.039876
289,271,2.2568,-0.039477
289,272,2.268,-0.038986
289,273,2.2791,-0.03852
289,274,2.2901,-0.038006
289,275,2.3009,-0.0375
289,276,2.3115,-0.036925
289,277,2.3219,-0.036431
289,278,2.3322,-0.03591
289,279,2.3424,-0.035378
289,280,2.3524,-0.034865
289,281,2.3622,-0.034324
289,282,2.372,-0.033841
289,283,2.3816,-0.033349
289,284,2.391,-0.032823
289,285,2.4002,-0.032344
289,286,2.4094,-0.032081
289,287,2.4184,-0.031432
289,288,2.4273,-0.030997
289,289,2.4361,-0.030589
289,290,2.445,-0.030354
289.1,220,2.4534,-0.029803
289.2,220,2.4618,-0.029438
289.3,220,2.4701,-0.029084
289.4,220,2.4783,-0.028726
289.5,220,2.4863,-0.028543
289.6,220,2.4944,-0.028249
289.7,220,2.5023,-0.028018
289.8,220,2.5101,-0.027717
289.9,220,2.5179,-0.027524
290,220,2.5255,-0.027327
290,221,2.5336,-0.026711
290,222,2.5405,-0.027098
290,223,2.5479,-0.02708
290,224,2.5548,-0.026665
290,225,2.562,-0.026735
290,226,2.569,-0.026581
290,227,2.5761,-0.026631
290,228,2.5828,-0.026426
290,229,2.5896,-0.026578
290,230,2.5968,-0.027394
290,231,2.6035,-0.027508
290,232,2.6103,-0.027642
290,233,2.6169,-0.027867
290,234,2.6227,-0.027678
290,235,2.6291,-0.027811
290,236,2.6354,-0.028562
290,237,2.6416,-0.029362
290,238,2.6485,-0.030274
290,239,2.654,-0.025872
290,240,2.6602,-0.026361
290,241,2.6648,-0.030984
290,242,2.6703,-0.028927
290,243,2.6762,-0.029432
290,244,2.6819,-0.029825
290,245,2.6877,-0.030456
290,246,2.6935,-0.031133
290,247,2.6992,-0.031758
290,248,2.7022,-0.03115
290,249,2.7083,-0.0324
290,250,2.7137,-0.033307
290,251,2.7184,-0.034361
290,252,2.7234,-0.035485
290,253,2.7287,-0.036732
290,254,2.7337,-0.037848
290,255,2.7387,-0.039024
290,256,2.1858,-0.041684
290,257,2.1858,-0.041681
290,258,2.1858,-0.041679
290,259,2.1857,-0.041676
290,260,2.1857,-0.041674
290,261,2.1857,-0.041673
290,262,2.1857,-0.041664
290,263,2.1856,-0.04166
290,264,2.1856,-0.041658
290,265,2.1856,-0.041658
290,266,2.1855,-0.041454
290,267,2.198,-0.041732
290,268,2.21,-0.041265
290,269,2.2218,-0.040819
290,270,2.2334,-0.040299
290,271,2.2451,-0.039924
290,272,2.2565,-0.03944
290,273,2.2678,-0.038966
290,274,2.2788,-0.038438
290,275,2.2898,-0.037974
290,276,2.3006,-0.037475
290,277,2.3112,-0.036886
290,278,2.3213,-0.036478
290,279,2.332,-0.035896
290,280,2.3418,-0.035476
290,281,2.3521,-0.034856
290,282,2.3619,-0.034297
290,283,2.3717,-0.033815
290,284,2.3813,-0.033312
290,285,2.3907,-0.032801
290,286,2.3999,-0.032319
290,287,2.409,-0.031851
290,288,2.4181,-0.031401
290,289,2.427,-0.030972
290,290,2.4359,-0.030558
290.1,220,2.4447,-0.030325
290.2,220,2.4531,-0.029772
290.3,220,2.4615,-0.029416
290.4,220,2.4698,-0.029054
290.5,220,2.4781,-0.028698
290.6,220,2.4861,-0.028507
290.7,220,2.4941,-0.028185
290.8,220,2.502,-0.027989
290.9,220,2.5099,-0.027662
291,220,2.5176,-0.027494
291.1,220,2.5252,-0.027284
291.2,220,2.5333,-0.026707
291.3,220,2.5402,-0.027115
291.4,220,2.5476,-0.02702
291.5,220,2.5549,-0.026981
291.6,220,2.5617,-0.026689
291.7,220,2.5687,-0.026558
291.8,220,2.5758,-0.026893
291.9,220,2.5825,-0.026448
292,220,2.5893,-0.026523
292.1,220,2.5965,-0.027323
292.2,220,2.6033,-0.027506
292.3,220,2.6099,-0.027651
292.4,220,2.6166,-0.027841
292.5,220,2.6224,-0.027628
292.6,220,2.6288,-0.027836
292.7,220,2.6351,-0.02857
292.8,220,2.6413,-0.029311
292.9,220,2.648,-0.030082
293,220,2.6537,-0.025802
293.1,220,2.6596,-0.025999
293.2,220,2.6647,-0.031056
293.3,220,2.67,-0.028915
293.4,220,2.6759,-0.029314
293.5,220,2.6817,-0.029924
293.6,220,2.6875,-0.030447
293.7,220,2.6932,-0.031029
293.8,220,2.6989,-0.031652
293.9,220,2.7031,-0.031437
294,220,2.708,-0.032251
294.1,220,2.7133,-0.033154
294.2,220,2.7186,-0.034081
294.3,220,2.7232,-0.035212
294.4,220,2.7285,-0.036498
294.5,220,2.7334,-0.037714
294.6,220,2.7383,-0.038833
294.7,220,2.1855,-0.041661
294.8,220,2.1855,-0.041651
294.9,220,2.1855,-0.041654
295,220,2.1854,-0.041642
295.1,220,2.1854,-0.041646
295.2,220,2.1854,-0.041642
295.3,220,2.1854,-0.041639
295.4,220,2.1853,-0.041641
295.5,220,2.1853,-0.041637
295.6,220,2.1853,-0.041635
295.7,220,2.1852,-0.041632
295.8,220,2.1852,-0.041636
295.9,220,2.1852,-0.041628
296,220,2.1852,-0.041626
296.1,220,2.1851,-0.041615
296.2,220,2.1851,-0.041615
296.3,220,2.1851,-0.04161
296.4,220,2.185,-0.041614
296.5,220,2.185,-0.041607
296.6,220,2.185,-0.041605
296.7,220,2.185,-0.041603
296.8,220,2.1849,-0.041604
296.9,220,2.1849,-0.0416
297,220,2.1849,-0.041605
297.1,220,2.1848,-0.041595
297.2,220,2.1848,-0.041594
297.3,220,2.1848,-0.0416
297.4,220,2.1847,-0.041599
297.5,220,2.1847,-0.041603
297.6,220,2.1847,-0.041598
297.7,220,2.1847,-0.041593
297.8,220,2.1846,-0.041588
297.9,220,2.1846,-0.041582
298,220,2.1846,-0.041584
298.1,220,2.1845,-0.04158
298.2,220,2.1845,-0.041578
298.3,220,2.1845,-0.041576
298.4,220,2.1844,-0.041572
298.5,220,2.1844,-0.041569
298.6,220,2.1844,-0.041565
298.7,220,2.1844,-0.041562
298.8,220,2.1843,-0.041564
298.9,220,2.1843,-0.04156
299,220,2.1843,-0.041559
299.1,220,2.1842,-0.04156
299.2,220,2.1842,-0.041556
299.3,220,2.1842,-0.041551
299.4,220,2.1842,-0.041542
299.5,220,2.1841,-0.041538
299.6,220,2.1841,-0.041536
299.7,220,2.1843,-0.04151
299.8,220,2.1843,-0.041506
299.9,220,2.1843,-0.041505
300,220,2.1842,-0.041502
300.1,220,2.1842,-0.041503
300.2,220,2.1842,-0.041499
300.3,220,2.1841,-0.041497
300.4,220,2.1841,-0.041497
300.5,220,2.1841,-0.041494
300.6,220,2.1841,-0.041487
300.7,220,2.184,-0.041489
300.8,220,2.184,-0.041487
300.9,220,2.1839,-0.041498
301,220,2.1839,-0.041483
301.1,220,2.1839,-0.04148
301.2,220,2.1839,-0.041477
301.3,220,2.1839,-0.041467
301.4,220,2.1838,-0.041461
301.5,220,2.1838,-0.041458
301.6,220,2.1838,-0.041455
301.7,220,2.1837,-0.041453
301.8,220,2.1837,-0.041453
301.9,220,2.1837,-0.04145
302,220,2.1837,-0.041444
302.1,220,2.1836,-0.041441
302.2,220,2.1836,-0.041438
302.3,220,2.1836,-0.041436
302.4,220,2.1835,-0.041433
302.5,220,2.1835,-0.041432
302.6,220,2.1835,-0.041429
302.7,220,2.1835,-0.041427
302.8,220,2.1834,-0.041428
302.9,220,2.1834,-0.041426
303,220,2.1834,-0.041416
303.1,220,2.1834,-0.041418
303.2,220,2.1833,-0.041411
303.3,220,2.1833,-0.041408
303.4,220,2.1833,-0.041405
303.5,220,2.1832,-0.041403
303.6,220,2.1832,-0.041407
303.7,220,2.1832,-0.041398
303.8,220,2.1832,-0.041396
303.9,220,2.1831,-0.041393
304,220,2.1831,-0.04139
304.1,220,2.1831,-0.041387
304.2,220,2.183,-0.041383
304.3,220,2.1826,-0.041376
304.4,220,2.1826,-0.041375
304.5,220,2.1825,-0.041372
304.6,220,2.1825,-0.04137
304.7,220,2.1825,-0.041367
304.8,220,2.1825,-0.041365
304.9,220,2.1824,-0.041362
305,220,2.1824,-0.041358
305.1,220,2.1824,-0.041356
305.2,220,2.1824,-0.041354
305.3,220,2.1823,-0.041353
305.4,220,2.1823,-0.04135
305.5,220,2.1822,-0.041351
305.6,220,2.1822,-0.041346
305.7,220,2.1822,-0.041346
305.8,220,2.1822,-0.041342
305.9,220,2.1821,-0.041339
306,220,2.1821,-0.041335
306.1,220,2.1821,-0.041332
306.2,220,2.1821,-0.041329
306.3,220,2.182,-0.041331
306.4,220,2.182,-0.041328
306.5,220,2.182,-0.041326
306.6,220,2.1819,-0.041323
306.7,220,2.1819,-0.041311
306.8,220,2.1819,-0.04131
306.9,220,2.1819,-0.041306
307,220,2.1818,-0.041303
307.1,220,2.1818,-0.041302
307.2,220,2.1818,-0.041299
307.3,220,2.1818,-0.041288
307.4,220,2.1818,-0.041283
307.5,220,2.1817,-0.041289
307.6,220,2.1817,-0.041269
307.7,220,2.1817,-0.041266
307.8,220,2.1817,-0.041262
307.9,220,2.1816,-0.041261
308,220,2.1816,-0.041258
308.1,220,2.1816,-0.041259
308.2,220,2.1816,-0.04125
308.3,220,2.1815,-0.041248
308.4,220,2.1815,-0.041245
308.5,220,2.1815,-0.041245
308.6,220,2.1814,-0.041237
308.7,220,2.1814,-0.041237
308.8,220,2.1814,-0.04124
308.9,220,2.1814,-0.041238
309,220,2.1813,-0.041231
309.1,220,2.1813,-0.041229
309.2,220,2.1813,-0.041226
309.3,220,2.1813,-0.041228
309.4,220,2.1812,-0.041223
309.5,220,2.1812,-0.04122
309.6,220,2.1812,-0.041214
309.7,220,2.1812,-0.041216
309.8,220,2.1811,-0.04121
309.9,220,2.1811,-0.041209
310,220,2.1811,-0.041207
310.1,220,2.181,-0.041207
310.2,220,2.181,-0.041205
310.3,220,2.181,-0.041201
310.4,220,2.181,-0.041197
310.5,220,2.1809,-0.041199
310.6,220,2.1809,-0.041192
310.7,220,2.1809,-0.041189
310.8,220,2.1808,-0.04119
310.9,220,2.1808,-0.041184
311,220,2.1808,-0.041181
311.1,220,2.1808,-0.041182
311.2,220,2.1807,-0.041179
311.3,220,2.1807,-0.041173
311.4,220,2.1807,-0.041173
311.5,220,2.1807,-0.04117
311.6,220,2.1806,-0.041164
311.7,220,2.1806,-0.041163
311.8,220,2.1806,-0.04116
311.9,220,2.1805,-0.041157
312,220,2.1805,-0.041157
312.1,220,2.1805,-0.041157
312.2,220,2.1805,-0.041161
312.3,220,2.1804,-0.041154
312.4,220,2.1805,-0.041114
312.5,220,2.1805,-0.041108
312.6,220,2.1804,-0.041105
312.7,220,2.1804,-0.041108
312.8,220,2.1804,-0.0411
312.9,220,2.1804,-0.041097
313,220,2.1803,-0.041097
313.1,220,2.1803,-0.041092
313.2,220,2.1803,-0.041094
313.3,220,2.1802,-0.041091
313.4,220,2.1802,-0.041088
313.5,220,2.1802,-0.041087
313.6,220,2.1802,-0.041084
313.7,220,2.1801,-0.041083
313.8,220,2.1801,-0.04108
313.9,220,2.1801,-0.041079
314,220,2.1801,-0.041069
314.1,220,2.18,-0.041069
314.2,220,2.18,-0.041059
314.3,220,2.18,-0.041063
314.4,220,2.1799,-0.041056
314.5,220,2.1799,-0.041054
314.6,220,2.1799,-0.041053
314.7,220,2.1799,-0.041052
314.8,220,2.1798,-0.041127
314.9,220,2.1798,-0.041119
315,220,2.1797,-0.041118
315.1,220,2.1797,-0.041125
315.2,220,2.1797,-0.041115
315.3,220,2.1797,-0.041111
315.4,220,2.1796,-0.041112
315.5,220,2.1796,-0.041109
315.6,220,2.1796,-0.041106
315.7,220,2.1796,-0.041111
315.8,220,2.1795,-0.041087
315.9,220,2.1795,-0.041082
316,220,2.1794,-0.041088
316.1,220,2.1794,-0.041081
316.2,220,2.1794,-0.041076
316.3,220,2.1794,-0.041069
316.4,220,2.1793,-0.041068
316.5,220,2.1793,-0.04107
316.6,220,2.1793,-0.041064
316.7,220,2.1793,-0.041058
316.8,220,2.1792,-0.04106
316.9,220,2.1792,-0.04106
317,220,2.1792,-0.04105
317.1,220,2.1792,-0.04105
317.2,220,2.1791,-0.041044
317.3,220,2.1791,-0.041039
317.4,220,2.1791,-0.041045
317.5,220,2.179,-0.041048
317.6,220,2.179,-0.041049
317.7,220,2.179,-0.041042
317.8,220,2.179,-0.041032
317.9,220,2.1789,-0.041032
318,220,2.1789,-0.041025
318.1,220,2.1789,-0.04103
318.2,220,2.1789,-0.041021
318.3,220,2.1788,-0.041019
318.4,220,2.1788,-0.041015
318.5,220,2.1788,-0.04101
318.6,220,2.1787,-0.041005
318.7,220,2.1787,-0.041011
318.8,220,2.1787,-0.041016
318.9,220,2.1786,-0.041004
319,220,2.1786,-0.041003
319.1,220,2.1786,-0.040996
319.2,220,2.1786,-0.040995
319.3,220,2.1785,-0.040999
319.4,220,2.1785,-0.040996
319.5,220,2.1785,-0.040991
319.6,220,2.1785,-0.040987
319.7,220,2.1784,-0.040978
319.8,220,2.1784,-0.040975
319.9,220,2.1784,-0.040974
320,220,2.1784,-0.04097
320.1,220,2.1783,-0.040962
320.2,220,2.1783,-0.04096
320.3,220,2.1783,-0.040957
320.4,220,2.1783,-0.040952
320.5,220,2.1782,-0.040951
320.6,220,2.1782,-0.040948
320.7,220,2.1782,-0.040938
320.8,220,2.1782,-0.040945
320.9,220,2.1781,-0.040939
321,220,2.1781,-0.040937
321.1,220,2.1781,-0.040934
321.2,220,2.1781,-0.040933
321.3,220,2.178,-0.040927
321.4,220,2.178,-0.040923
321.5,220,2.178,-0.040932
321.6,220,2.1779,-0.040929
321.7,220,2.1779,-0.040921
321.8,220,2.1779,-0.040917
321.9,220,2.1779,-0.040912
322,220,2.1778,-0.040911
322.1,220,2.1778,-0.040907
322.2,220,2.1778,-0.040909
322.3,220,2.1778,-0.040904
322.4,220,2.1777,-0.040898
322.5,220,2.1777,-0.040897
322.6,220,2.1777,-0.040892
322.7,220,2.1777,-0.040896
322.8,220,2.1776,-0.040886
322.9,220,2.1776,-0.04089
323,220,2.1776,-0.040887
323.1,220,2.1776,-0.04088
323.2,220,2.1776,-0.040877
323.3,220,2.1775,-0.040877
323.4,220,2.1775,-0.040869
323.5,220,2.1775,-0.040866
323.6,220,2.1774,-0.040863
323.7,220,2.1774,-0.040863
323.8,220,2.1774,-0.040856
323.9,220,2.1774,-0.040855
324,220,2.1773,-0.040855
324.1,220,2.1773,-0.040852
324.2,220,2.1773,-0.04085
324.3,220,2.1772,-0.040848
324.4,220,2.1772,-0.040842
324.5,220,2.1772,-0.040841
324.6,220,2.1772,-0.040822
324.7,220,2.1772,-0.040821
324.8,220,2.1771,-0.040835
324.9,220,2.1771,-0.040815
325,220,2.1771,-0.040814
325.1,220,2.1771,-0.040811
325.2,220,2.177,-0.040811
325.3,220,2.177,-0.040805
325.4,220,2.177,-0.0408
325.5,220,2.1769,-0.040806
325.6,220,2.1769,-0.0408
325.7,220,2.1769,-0.040802
325.8,220,2.1769,-0.040802
325.9,220,2.1768,-0.040798
326,220,2.1768,-0.040797
326.1,220,2.1768,-0.040791
326.2,220,2.1768,-0.040787
326.3,220,2.1767,-0.040784
326.4,220,2.1767,-0.040781
326.5,220,2.1767,-0.040775
326.6,220,2.1767,-0.040777
326.7,220,2.1766,-0.04077
326.8,220,2.1766,-0.040767
326.9,220,2.1766,-0.040764
327,220,2.1766,-0.04076
327.1,220,2.1765,-0.040758
327.2,220,2.1765,-0.040756
327.3,220,2.1765,-0.040753
327.4,220,2.1765,-0.040748
327.5,220,2.1764,-0.040744
327.6,220,2.1764,-0.040748
327.7,220,2.1764,-0.040744
327.8,220,2.1764,-0.040741
327.9,220,2.1763,-0.040738
328,220,2.1763,-0.040735
328.1,220,2.1763,-0.040733
328.2,220,2.1763,-0.040728
328.3,220,2.1762,-0.040726
328.4,220,2.1762,-0.040723
328.5,220,2.1762,-0.040716
328.6,220,2.1762,-0.040713
328.7,220,2.1761,-0.040714
328.8,220,2.1761,-0.040712
328.9,220,2.1761,-0.0407
329,220,2.1761,-0.040698
329.1,220,2.176,-0.040695
329.2,220,2.176,-0.040709
329.3,220,2.176,-0.040711
329.4,220,2.1759,-0.040705
329.5,220,2.1759,-0.040699
329.6,220,2.1759,-0.040693
329.7,220,2.1759,-0.040692
329.8,220,2.1758,-0.040687
329.9,220,2.1758,-0.040685
330,220,2.1758,-0.040682
330.1,220,2.1758,-0.040679
330.2,220,2.1757,-0.040678
330.3,220,2.1757,-0.040677
330.4,220,2.1757,-0.04067
330.5,220,2.1757,-0.040664
330.6,220,2.1756,-0.040707
330.7,220,2.1756,-0.040711
330.8,220,2.1755,-0.040711
330.9,220,2.1755,-0.040695
331,220,2.1755,-0.040702
331.1,220,2.1755,-0.040709
331.2,220,2.1754,-0.040706
331.3,220,2.1754,-0.040703
331.4,220,2.1754,-0.040697
331.5,220,2.1754,-0.040693
331.6,220,2.1753,-0.040687
331.7,220,2.1753,-0.04069
331.8,220,2.1753,-0.040683
331.9,220,2.1753,-0.040669
332,220,2.1752,-0.04066
332.1,220,2.1752,-0.04066
332.2,220,2.1752,-0.040654
332.3,220,2.1752,-0.040654
332.4,220,2.1751,-0.04065
332.5,220,2.1752,-0.040703
332.6,220,2.1751,-0.040747
332.7,220,2.1751,-0.040706
332.8,220,2.1751,-0.040702
332.9,220,2.175,-0.040729
333,220,2.175,-0.040697
333.1,220,2.175,-0.040717
333.2,220,2.175,-0.040695
333.3,220,2.175,-0.040685
333.4,220,2.1749,-0.040703
333.5,220,2.1749,-0.040668
333.6,220,2.1749,-0.040674
333.7,220,2.1748,-0.040671
333.8,220,2.1748,-0.040674
333.9,220,2.1748,-0.040655
334,220,2.1747,-0.040695
334.1,220,2.1747,-0.040665
334.2,220,2.1747,-0.040696
334.3,220,2.1747,-0.040645
334.4,220,2.1746,-0.040637
334.5,220,2.1746,-0.040618
334.6,220,2.1746,-0.040614
334.7,220,2.1745,-0.040612
334.8,220,2.1745,-0.040609
334.9,220,2.1745,-0.040606
335,220,2.1745,-0.040603
335.1,220,2.1744,-0.040599
335.2,220,2.1744,-0.040624
335.3,220,2.1744,-0.040589
335.4,220,2.1744,-0.040617
335.5,220,2.1743,-0.040614
335.6,220,2.1743,-0.040621
335.7,220,2.1743,-0.040618
335.8,220,2.1743,-0.040614
335.9,220,2.1742,-0.040596
336,220,2.1742,-0.040603
336.1,220,2.1742,-0.040602
336.2,220,2.1742,-0.040588
336.3,220,2.1741,-0.040595
336.4,220,2.1741,-0.040583
336.5,220,2.1741,-0.040592
336.6,220,2.1741,-0.040577
336.7,220,2.174,-0.040575
336.8,220,2.174,-0.040571
336.9,220,2.174,-0.040567
337,220,2.174,-0.040558
337.1,220,2.1739,-0.04057
337.2,220,2.1739,-0.040563
337.3,220,2.1739,-0.040571
337.4,220,2.1739,-0.040568
337.5,220,2.1738,-0.040542
337.6,220,2.1738,-0.040549
337.7,220,2.1738,-0.040537
337.8,220,2.1738,-0.040546
337.9,220,2.1737,-0.040532
338,220,2.1737,-0.040529
338.1,220,2.1737,-0.040526
338.2,220,2.1737,-0.040524
338.3,220,2.1736,-0.040522
338.4,220,2.1736,-0.040518
338.5,220,2.1736,-0.040515
338.6,220,2.1735,-0.040537
338.7,220,2.1735,-0.040533
338.8,220,2.1735,-0.04053
338.9,220,2.1735,-0.040528
339,220,2.1734,-0.040525
339.1,220,2.1734,-0.040522
339.2,220,2.1734,-0.040521
339.3,220,2.1734,-0.040519
339.4,220,2.1733,-0.040516
339.5,220,2.1733,-0.040511
339.6,220,2.1733,-0.040506
339.7,220,2.1733,-0.040505
339.8,220,2.1732,-0.040506
339.9,220,2.1732,-0.040475
340,220,2.1732,-0.040473
340.1,220,2.1732,-0.040491
340.2,220,2.1731,-0.040491
340.3,220,2.1731,-0.040489
340.4,220,2.1731,-0.040486
340.5,220,2.1731,-0.040483
340.6,220,2.1731,-0.040482
340.7,220,2.173,-0.040482
340.8,220,2.173,-0.040479
340.9,220,2.173,-0.040471
341,220,2.173,-0.04047
341.1,220,2.1729,-0.040471
341.2,220,2.1729,-0.040454
341.3,220,2.1729,-0.040453
341.4,220,2.1729,-0.040452
341.5,220,2.1728,-0.040448
341.6,220,2.1728,-0.040446
341.7,220,2.1728,-0.040443
341.8,220,2.1728,-0.04044
